Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
F,0.475,0.38,0.145,0.6175,0.216,0.125,0.235,11+
I,0.265,0.195,0.075,0.086,0.031,0.0185,0.03,1-8
M,0.655,0.545,0.215,2.0805,1.133,0.383,0.48,11+
M,0.63,0.465,0.14,1.059,0.4695,0.263,0.327,10
M,0.59,0.46,0.13,0.9895,0.442,0.236,0.248,1-8
I,0.485,0.37,0.09,0.651,0.3205,0.1065,0.1725,1-8
I,0.5,0.375,0.12,0.529,0.21,0.106,0.184,1-8
F,0.735,0.55,0.205,1.8325,0.785,0.387,0.455,11+
M,0.56,0.45,0.155,1.0595,0.4735,0.2225,0.25,9
F,0.59,0.455,0.175,1.098,0.3975,0.3015,0.31,11+
F,0.705,0.56,0.195,1.492,0.588,0.379,0.43,11+
M,0.535,0.42,0.165,0.6855,0.293,0.1655,0.215,9
M,0.515,0.395,0.125,0.635,0.29,0.1215,0.195,9
M,0.525,0.41,0.14,0.724,0.349,0.144,0.1785,1-8
I,0.545,0.43,0.145,0.6975,0.262,0.1665,0.22,9
F,0.565,0.455,0.195,1.0035,0.358,0.183,0.39,11+
I,0.36,0.28,0.075,0.205,0.095,0.044,0.063,1-8
M,0.725,0.55,0.215,1.893,0.95,0.44,0.449,11+
M,0.425,0.325,0.1,0.4085,0.1985,0.0785,0.106,1-8
M,0.585,0.475,0.14,1.079,0.491,0.2525,0.29,9
I,0.55,0.425,0.135,0.8095,0.33,0.2015,0.2595,10
I,0.5,0.37,0.125,0.5585,0.252,0.126,0.157,9
M,0.705,0.55,0.195,1.6015,0.707,0.381,0.4715,11+
F,0.75,0.57,0.21,1.938,0.8045,0.423,0.49,11+
F,0.605,0.475,0.175,1.201,0.4985,0.296,0.3055,10
M,0.695,0.515,0.175,1.8445,0.8445,0.419,0.4095,11+
I,0.48,0.35,0.12,0.5465,0.279,0.1395,0.1335,1-8
I,0.585,0.42,0.155,0.755,0.31,0.173,0.235,10
F,0.66,0.565,0.185,1.5905,0.7765,0.402,0.335,11+
M,0.59,0.475,0.14,0.861,0.413,0.198,0.217,10
F,0.68,0.55,0.18,1.623,0.533,0.4255,0.58,11+
M,0.6,0.465,0.165,1.1,0.391,0.2415,0.31,11+
F,0.455,0.35,0.14,0.56,0.2015,0.1505,0.14,11+
I,0.52,0.4,0.14,0.6055,0.2105,0.142,0.19,11+
M,0.48,0.365,0.115,0.439,0.167,0.1125,0.158,10
M,0.56,0.45,0.115,0.8255,0.298,0.1765,0.285,11+
M,0.635,0.525,0.185,1.352,0.8985,0.3055,0.365,9
F,0.58,0.445,0.135,0.9615,0.387,0.257,0.295,11+
M,0.55,0.405,0.14,0.785,0.244,0.169,0.26,10
F,0.635,0.495,0.175,1.254,0.564,0.283,0.322,10
I,0.4,0.315,0.1,0.2665,0.1,0.0825,0.085,9
M,0.47,0.375,0.115,0.6355,0.3395,0.144,0.1515,1-8
F,0.725,0.53,0.17,1.893,0.8435,0.5195,0.44,11+
M,0.55,0.43,0.14,0.8745,0.455,0.1685,0.1965,1-8
I,0.495,0.38,0.135,0.5125,0.2065,0.1205,0.205,9
M,0.45,0.35,0.13,0.4485,0.1715,0.0705,0.175,11+
F,0.52,0.405,0.14,0.7355,0.3475,0.1675,0.17,1-8
M,0.57,0.42,0.13,0.667,0.227,0.17,0.205,10
I,0.585,0.45,0.135,0.751,0.348,0.15,0.24,10
I,0.245,0.205,0.05,0.083,0.04,0.0175,0.025,1-8
M,0.425,0.33,0.115,0.4215,0.166,0.0755,0.0975,1-8
I,0.3,0.22,0.09,0.1255,0.063,0.0275,0.027,1-8
I,0.58,0.445,0.165,1.0285,0.4535,0.2295,0.275,1-8
M,0.235,0.17,0.055,0.0705,0.025,0.014,0.022,1-8
I,0.52,0.41,0.11,0.5965,0.2505,0.1645,0.185,1-8
F,0.465,0.39,0.14,0.8165,0.241,0.112,0.27,11+
F,0.61,0.485,0.21,1.9875,1.133,0.358,0.491,11+
M,0.36,0.295,0.1,0.2105,0.069,0.059,0.075,9
I,0.2,0.145,0.06,0.0345,0.0135,0.0065,0.011,1-8
F,0.69,0.535,0.175,1.826,0.7055,0.3735,0.595,11+
I,0.52,0.4,0.11,0.6795,0.3435,0.1395,0.1825,1-8
F,0.745,0.585,0.22,1.938,0.598,0.4065,0.55,11+
M,0.595,0.475,0.165,1.148,0.597,0.2565,0.274,10
F,0.64,0.5,0.17,1.2645,0.525,0.3375,0.321,10
F,0.475,0.38,0.135,0.579,0.2145,0.141,0.177,11+
F,0.51,0.37,0.145,0.526,0.1775,0.133,0.17,9
M,0.695,0.57,0.175,1.8075,0.733,0.3215,0.595,11+
M,0.66,0.5,0.165,1.286,0.6145,0.311,0.317,9
M,0.59,0.45,0.155,0.9045,0.4075,0.2135,0.214,11+
M,0.43,0.35,0.105,0.4195,0.167,0.093,0.135,1-8
I,0.29,0.21,0.06,0.0985,0.0415,0.021,0.035,1-8
M,0.68,0.535,0.18,1.787,0.885,0.347,0.455,11+
I,0.34,0.245,0.07,0.1545,0.0605,0.034,0.045,1-8
I,0.465,0.345,0.105,0.3945,0.242,0.0735,0.1,1-8
F,0.745,0.585,0.2,1.6195,0.6465,0.3835,0.477,11+
I,0.335,0.26,0.07,0.1965,0.0915,0.03,0.05,1-8
M,0.595,0.48,0.09,1.114,0.508,0.2945,0.2725,9
M,0.59,0.5,0.165,1.142,0.4325,0.296,0.315,11+
F,0.55,0.44,0.165,0.884,0.312,0.1645,0.28,11+
M,0.335,0.265,0.075,0.1835,0.0675,0.0305,0.056,10
I,0.46,0.345,0.11,0.4015,0.242,0.0775,0.1,1-8
M,0.645,0.51,0.16,1.3815,0.6385,0.2705,0.394,11+
M,0.465,0.36,0.12,0.612,0.292,0.15,0.12,1-8
I,0.38,0.285,0.1,0.256,0.104,0.059,0.0925,1-8
M,0.605,0.475,0.145,0.884,0.456,0.1735,0.1965,1-8
F,0.49,0.37,0.12,0.439,0.165,0.095,0.17,10
I,0.19,0.13,0.04,0.03,0.0125,0.0075,0.0105,1-8
M,0.4,0.31,0.12,0.3185,0.134,0.0655,0.09,9
I,0.535,0.42,0.14,0.6275,0.2505,0.145,0.21,11+
F,0.465,0.36,0.12,0.578,0.2825,0.103,0.17,1-8
M,0.47,0.375,0.13,0.5175,0.2265,0.142,0.155,9
I,0.59,0.45,0.135,0.9025,0.4025,0.2065,0.253,10
I,0.485,0.375,0.14,0.562,0.25,0.126,0.171,1-8
M,0.625,0.495,0.175,1.2355,0.544,0.2485,0.3425,10
M,0.625,0.48,0.15,0.8765,0.359,0.195,0.269,9
I,0.475,0.335,0.14,0.478,0.1865,0.1085,0.16,11+
I,0.44,0.355,0.095,0.336,0.1395,0.0775,0.113,1-8
M,0.64,0.485,0.15,1.072,0.4835,0.223,0.32,11+
I,0.52,0.38,0.125,0.525,0.235,0.1,0.1455,1-8
F,0.465,0.35,0.115,0.458,0.192,0.1115,0.1275,1-8
I,0.28,0.21,0.07,0.0935,0.035,0.023,0.03,1-8
F,0.535,0.415,0.18,0.879,0.295,0.241,0.25,11+
M,0.525,0.365,0.175,1.1185,0.5775,0.2695,0.2785,9
I,0.53,0.405,0.145,0.6765,0.2895,0.1305,0.225,11+
M,0.51,0.4,0.14,0.6245,0.2905,0.115,0.185,11+
F,0.64,0.505,0.165,1.415,0.694,0.318,0.3705,11+
F,0.615,0.475,0.17,1.1825,0.477,0.238,0.343,11+
I,0.595,0.475,0.14,0.9365,0.425,0.189,0.295,11+
F,0.5,0.4,0.125,0.583,0.2565,0.139,0.17,1-8
M,0.265,0.2,0.065,0.094,0.0385,0.0205,0.0305,1-8
F,0.445,0.325,0.105,0.414,0.1645,0.1025,0.119,1-8
I,0.265,0.2,0.06,0.084,0.03,0.018,0.03,1-8
I,0.365,0.27,0.075,0.2215,0.09,0.0625,0.08,1-8
I,0.355,0.26,0.075,0.1925,0.08,0.05,0.055,1-8
F,0.64,0.5,0.17,1.12,0.5225,0.22,0.32,9
F,0.605,0.48,0.15,1.616,0.69,0.331,0.4005,10
M,0.45,0.34,0.105,0.4085,0.1985,0.0715,0.106,1-8
I,0.52,0.4,0.14,0.6965,0.259,0.1665,0.25,9
F,0.63,0.51,0.23,1.1835,0.445,0.2385,0.37,11+
F,0.625,0.485,0.175,1.7015,0.914,0.247,0.405,11+
F,0.515,0.42,0.14,0.627,0.2505,0.157,0.198,11+
I,0.605,0.49,0.15,1.238,0.4915,0.2975,0.3595,11+
M,0.36,0.285,0.13,0.2275,0.0835,0.058,0.07,9
M,0.53,0.415,0.13,0.6355,0.2655,0.0885,0.189,11+
F,0.425,0.325,0.115,0.4215,0.1655,0.0925,0.12,10
F,0.335,0.24,0.075,0.17,0.0755,0.044,0.05,10
I,0.235,0.16,0.08,0.0815,0.028,0.018,0.0215,1-8
I,0.57,0.425,0.155,0.8215,0.3915,0.184,0.236,10
I,0.62,0.45,0.135,0.86,0.3425,0.196,0.279,9
F,0.585,0.485,0.195,1.3165,0.501,0.284,0.41,11+
I,0.51,0.395,0.14,0.5585,0.239,0.1265,0.17,1-8
M,0.285,0.225,0.09,0.1075,0.0475,0.0255,0.035,1-8
M,0.46,0.35,0.125,0.5165,0.198,0.1275,0.175,11+
F,0.625,0.515,0.205,1.3035,0.6195,0.2675,0.462,11+
M,0.62,0.495,0.2,1.221,0.5455,0.2965,0.355,11+
I,0.52,0.395,0.135,0.5555,0.239,0.1095,0.215,11+
I,0.59,0.465,0.145,0.9265,0.3885,0.188,0.2725,10
F,0.635,0.5,0.18,1.2915,0.6,0.3035,0.352,9
I,0.545,0.405,0.135,0.686,0.3315,0.1455,0.21,9
F,0.645,0.525,0.18,1.622,0.686,0.3555,0.4215,11+
M,0.645,0.51,0.165,1.3855,0.5905,0.3515,0.36,10
M,0.525,0.425,0.135,0.7455,0.3305,0.1575,0.2265,11+
M,0.605,0.47,0.165,1.2315,0.55,0.2695,0.32,1-8
M,0.525,0.4,0.165,0.7395,0.256,0.176,0.3205,1-8
M,0.505,0.44,0.12,0.5225,0.2235,0.117,0.16,9
I,0.36,0.25,0.07,0.1765,0.0575,0.0365,0.05,1-8
F,0.635,0.495,0.195,1.4255,0.4935,0.2815,0.57,11+
I,0.43,0.33,0.1,0.378,0.1805,0.0875,0.09,1-8
M,0.55,0.425,0.15,0.952,0.484,0.2,0.206,9
I,0.3,0.22,0.08,0.1295,0.0585,0.022,0.0365,1-8
M,0.645,0.485,0.155,1.539,0.693,0.298,0.354,11+
M,0.5,0.4,0.125,0.6725,0.336,0.124,0.1785,1-8
M,0.6,0.465,0.165,1.133,0.508,0.269,0.335,11+
M,0.595,0.485,0.175,1.2675,0.473,0.2735,0.485,11+
F,0.545,0.435,0.175,1.217,0.5565,0.3225,0.3265,9
F,0.66,0.5,0.21,1.548,0.713,0.365,0.444,11+
I,0.305,0.245,0.105,0.2135,0.105,0.038,0.045,1-8
F,0.545,0.41,0.145,0.989,0.2815,0.2245,0.355,11+
I,0.405,0.25,0.105,0.3375,0.1645,0.0555,0.095,1-8
I,0.38,0.28,0.085,0.2735,0.1205,0.067,0.085,1-8
M,0.62,0.5,0.185,1.1655,0.52,0.223,0.3535,10
F,0.545,0.41,0.14,0.989,0.2815,0.2175,0.2875,11+
I,0.485,0.375,0.125,0.6025,0.312,0.113,0.1325,1-8
I,0.665,0.525,0.18,1.558,0.687,0.365,0.395,11+
I,0.23,0.17,0.065,0.0645,0.0215,0.013,0.018,1-8
F,0.525,0.4,0.125,0.6435,0.2965,0.1245,0.195,9
M,0.29,0.23,0.075,0.15,0.0585,0.038,0.045,1-8
F,0.595,0.46,0.15,1.0255,0.4265,0.2615,0.269,11+
M,0.38,0.305,0.1,0.281,0.096,0.0515,0.1,9
M,0.65,0.525,0.185,1.4635,0.5925,0.3865,0.372,10
I,0.505,0.355,0.105,0.4745,0.2025,0.089,0.15,1-8
I,0.45,0.34,0.105,0.486,0.261,0.0655,0.1315,1-8
I,0.325,0.24,0.08,0.183,0.0825,0.0415,0.048,1-8
F,0.465,0.35,0.135,0.5725,0.1925,0.1245,0.215,9
M,0.595,0.475,0.14,0.991,0.4235,0.2,0.3,11+
F,0.615,0.47,0.155,1.1625,0.565,0.2445,0.245,1-8
M,0.605,0.445,0.17,1.082,0.49,0.2215,0.315,10
F,0.59,0.455,0.155,1.161,0.536,0.223,0.307,11+
F,0.62,0.54,0.155,1.139,0.428,0.289,0.329,10
F,0.57,0.465,0.155,1.08,0.4775,0.233,0.285,10
F,0.585,0.475,0.165,1.262,0.435,0.2595,0.41,11+
M,0.455,0.34,0.135,0.5185,0.1885,0.1165,0.195,1-8
M,0.72,0.585,0.22,1.969,0.9095,0.4255,0.595,10
I,0.38,0.275,0.1,0.2325,0.0905,0.056,0.07,1-8
I,0.375,0.29,0.095,0.312,0.127,0.086,0.0885,1-8
M,0.57,0.45,0.145,0.8815,0.411,0.172,0.26,10
M,0.55,0.43,0.135,0.7495,0.349,0.1755,0.2325,9
I,0.36,0.275,0.11,0.217,0.0955,0.036,0.065,1-8
F,0.57,0.465,0.135,1.0535,0.5205,0.2065,0.285,1-8
F,0.53,0.405,0.125,0.776,0.3345,0.1505,0.225,10
F,0.71,0.575,0.195,1.601,0.96,0.2655,0.391,11+
I,0.385,0.3,0.095,0.2895,0.14,0.062,0.073,1-8
F,0.7,0.585,0.185,1.7365,0.7755,0.492,0.49,11+
F,0.595,0.48,0.145,1.0305,0.392,0.2705,0.3635,9
F,0.455,0.365,0.125,0.447,0.191,0.102,0.1215,1-8
I,0.465,0.38,0.12,0.441,0.159,0.1165,0.155,9
I,0.54,0.42,0.14,0.6885,0.281,0.1715,0.235,9
M,0.525,0.365,0.17,1.1185,0.5225,0.243,0.305,9
F,0.615,0.49,0.18,1.2795,0.597,0.303,0.31,11+
I,0.42,0.325,0.1,0.3975,0.185,0.0755,0.1125,1-8
F,0.62,0.5,0.175,1.477,0.639,0.2425,0.46,10
I,0.34,0.275,0.095,0.217,0.0935,0.0455,0.0615,1-8
M,0.33,0.24,0.075,0.163,0.0655,0.051,0.045,10
M,0.155,0.095,0.035,0.0155,0.0045,0.003,0.005,1-8
F,0.675,0.55,0.175,1.689,0.673,0.387,0.575,11+
M,0.61,0.45,0.15,1.136,0.5515,0.2635,0.275,9
F,0.62,0.475,0.145,1.153,0.5455,0.257,0.287,10
M,0.63,0.49,0.19,1.2435,0.5995,0.3065,0.313,11+
M,0.575,0.465,0.15,1.08,0.547,0.2065,0.286,10
I,0.295,0.215,0.05,0.1275,0.0515,0.0275,0.045,1-8
F,0.445,0.335,0.14,0.522,0.1915,0.1165,0.12,1-8
F,0.545,0.445,0.175,0.8525,0.322,0.1585,0.285,11+
I,0.445,0.335,0.12,0.4215,0.181,0.0765,0.125,1-8
M,0.65,0.515,0.18,1.463,0.6775,0.3575,0.3755,11+
I,0.35,0.265,0.11,0.218,0.097,0.037,0.065,1-8
F,0.685,0.54,0.215,1.5555,0.6505,0.3705,0.495,11+
F,0.525,0.44,0.135,0.5225,0.1895,0.1215,0.185,11+
I,0.5,0.395,0.13,0.5555,0.3595,0.1005,0.154,1-8
F,0.655,0.49,0.16,1.3825,0.628,0.2885,0.335,11+
M,0.58,0.465,0.16,1.1155,0.428,0.2115,0.33,10
I,0.46,0.36,0.125,0.5225,0.198,0.104,0.165,9
I,0.4,0.32,0.1,0.3225,0.134,0.061,0.11,1-8
F,0.535,0.405,0.175,1.2705,0.473,0.323,0.398,11+
I,0.365,0.27,0.085,0.205,0.096,0.049,0.07,1-8
F,0.595,0.455,0.145,0.862,0.449,0.1715,0.1835,9
F,0.67,0.515,0.175,1.546,0.7525,0.3215,0.391,9
F,0.435,0.335,0.115,0.384,0.165,0.083,0.105,1-8
M,0.65,0.525,0.185,1.488,0.6345,0.3905,0.38,11+
M,0.64,0.495,0.15,1.1955,0.492,0.3365,0.285,11+
M,0.59,0.485,0.155,1.077,0.491,0.2475,0.2925,11+
F,0.625,0.475,0.145,1.044,0.4695,0.223,0.278,11+
I,0.325,0.25,0.085,0.1655,0.0635,0.0425,0.0795,1-8
M,0.63,0.455,0.15,1.2395,0.6025,0.238,0.2925,11+
I,0.36,0.27,0.075,0.205,0.1,0.044,0.062,1-8
M,0.6,0.465,0.18,1.1915,0.5145,0.315,0.308,9
F,0.605,0.48,0.165,1.0105,0.493,0.2205,0.263,10
M,0.695,0.53,0.19,1.6015,0.667,0.3905,0.44,10
I,0.38,0.275,0.095,0.218,0.1025,0.0545,0.07,1-8
M,0.6,0.48,0.165,1.1345,0.4535,0.302,0.33,10
F,0.66,0.52,0.18,1.494,0.7255,0.36,0.4,10
I,0.53,0.4,0.125,0.632,0.2715,0.0885,0.22,9
M,0.735,0.605,0.2,2.0505,0.8005,0.5185,0.625,11+
F,0.45,0.345,0.125,0.44,0.1525,0.0825,0.135,10
I,0.305,0.225,0.05,0.1445,0.072,0.0645,0.039,1-8
I,0.52,0.39,0.145,0.7665,0.4225,0.1455,0.218,1-8
F,0.585,0.46,0.15,0.98,0.452,0.2545,0.265,1-8
M,0.57,0.48,0.175,0.985,0.3895,0.255,0.285,11+
I,0.33,0.23,0.06,0.0995,0.0445,0.019,0.035,1-8
M,0.55,0.45,0.145,0.8435,0.346,0.1545,0.25,11+
F,0.49,0.375,0.145,0.651,0.2185,0.156,0.225,11+
I,0.265,0.215,0.07,0.1055,0.0415,0.0285,0.035,1-8
M,0.44,0.32,0.1,0.414,0.163,0.096,0.144,11+
F,0.58,0.435,0.155,0.983,0.462,0.261,0.289,11+
M,0.385,0.3,0.1,0.2465,0.0885,0.0585,0.085,1-8
M,0.575,0.47,0.165,0.869,0.348,0.1965,0.2705,9
F,0.605,0.475,0.175,0.9365,0.391,0.2395,0.31,10
I,0.335,0.26,0.085,0.192,0.0875,0.0425,0.062,1-8
I,0.475,0.36,0.11,0.452,0.201,0.099,0.1465,11+
I,0.37,0.29,0.095,0.2555,0.105,0.0595,0.085,1-8
I,0.555,0.455,0.145,0.9005,0.381,0.1755,0.29,11+
M,0.65,0.51,0.155,1.539,0.809,0.296,0.354,9
F,0.63,0.505,0.16,1.3165,0.678,0.3175,0.335,11+
F,0.46,0.36,0.115,0.566,0.2825,0.106,0.1335,1-8
F,0.525,0.42,0.14,0.675,0.341,0.1245,0.2165,9
F,0.58,0.44,0.18,0.854,0.3015,0.1775,0.355,11+
F,0.705,0.57,0.195,1.7265,0.8265,0.383,0.575,11+
M,0.65,0.485,0.195,1.371,0.6395,0.2465,0.395,11+
F,0.65,0.525,0.175,1.2895,0.6095,0.3045,0.32,11+
M,0.6,0.46,0.155,0.945,0.3495,0.219,0.295,11+
F,0.635,0.495,0.18,1.596,0.7815,0.342,0.43,9
M,0.525,0.435,0.145,0.835,0.2665,0.2175,0.25,11+
F,0.6,0.48,0.145,1.0185,0.392,0.268,0.325,11+
F,0.56,0.43,0.15,0.9705,0.547,0.189,0.2185,1-8
F,0.56,0.44,0.155,0.6405,0.2745,0.1625,0.221,11+
F,0.575,0.45,0.135,0.8585,0.413,0.191,0.238,10
F,0.65,0.59,0.215,1.662,0.77,0.378,0.435,11+
I,0.515,0.39,0.125,0.597,0.293,0.11,0.154,1-8
F,0.605,0.45,0.16,1.081,0.5,0.2345,0.287,9
M,0.61,0.48,0.14,0.9525,0.4595,0.171,0.295,11+
I,0.47,0.37,0.11,0.5555,0.25,0.111,0.163,11+
M,0.645,0.505,0.155,1.2275,0.48,0.263,0.325,10
F,0.68,0.55,0.175,1.5845,0.7355,0.3685,0.488,11+
I,0.405,0.3,0.105,0.318,0.1455,0.0555,0.088,1-8
I,0.415,0.335,0.11,0.3285,0.1445,0.0505,0.1185,9
I,0.36,0.265,0.085,0.2,0.073,0.056,0.06,1-8
M,0.51,0.39,0.125,0.635,0.2655,0.1345,0.1935,11+
F,0.505,0.395,0.15,0.7865,0.3795,0.1155,0.2215,1-8
M,0.55,0.435,0.135,0.8745,0.411,0.2105,0.23,11+
M,0.475,0.36,0.12,0.5185,0.268,0.1095,0.1325,1-8
M,0.565,0.455,0.17,0.9025,0.327,0.22,0.3,10
I,0.465,0.37,0.11,0.445,0.184,0.096,0.175,9
M,0.58,0.455,0.15,0.9215,0.383,0.209,0.26,11+
M,0.565,0.39,0.12,0.6975,0.343,0.1355,0.156,9
F,0.56,0.455,0.16,0.8715,0.3145,0.209,0.275,11+
I,0.52,0.405,0.14,0.769,0.304,0.157,0.235,11+
I,0.28,0.21,0.085,0.2315,0.109,0.0535,0.0605,1-8
M,0.535,0.405,0.15,1.224,0.639,0.1695,0.33,10
I,0.46,0.36,0.14,0.4935,0.185,0.105,0.17,9
F,0.655,0.5,0.185,1.463,0.643,0.4005,0.43,11+
F,0.695,0.535,0.185,1.7005,0.7925,0.387,0.41,11+
I,0.595,0.43,0.145,0.924,0.412,0.199,0.248,1-8
M,0.68,0.53,0.18,1.496,0.578,0.3935,0.465,11+
F,0.605,0.45,0.13,0.8725,0.4315,0.178,0.265,1-8
F,0.655,0.545,0.205,1.4415,0.6325,0.2775,0.505,11+
I,0.415,0.305,0.11,0.328,0.1785,0.064,0.082,1-8
M,0.605,0.47,0.115,1.05,0.4695,0.223,0.3,11+
F,0.675,0.55,0.19,1.5575,0.6645,0.353,0.47,11+
M,0.53,0.405,0.165,0.8705,0.3735,0.1695,0.2625,9
F,0.51,0.38,0.135,0.65,0.2415,0.141,0.21,11+
M,0.33,0.24,0.095,0.1555,0.066,0.0295,0.0405,1-8
I,0.53,0.395,0.105,0.6445,0.2815,0.155,0.185,9
F,0.56,0.465,0.16,1.08,0.5,0.26,0.29,10
F,0.58,0.475,0.165,0.9975,0.3775,0.216,0.32,11+
F,0.66,0.52,0.195,1.494,0.7365,0.296,0.369,9
F,0.5,0.375,0.14,0.777,0.346,0.1575,0.19,1-8
F,0.53,0.42,0.13,0.99,0.2815,0.2815,0.3635,11+
I,0.28,0.21,0.065,0.1075,0.041,0.0285,0.034,1-8
F,0.635,0.51,0.155,0.986,0.429,0.1505,0.286,11+
I,0.48,0.335,0.125,0.601,0.239,0.131,0.21,11+
M,0.765,0.625,0.25,2.1945,0.735,0.55,0.6585,11+
M,0.33,0.255,0.085,0.181,0.077,0.0385,0.0525,1-8
M,0.455,0.365,0.125,0.5225,0.2395,0.13,0.15,1-8
M,0.625,0.475,0.175,1.255,0.5065,0.271,0.405,11+
I,0.4,0.29,0.11,0.282,0.1115,0.0625,0.0885,1-8
M,0.625,0.48,0.175,1.3405,0.5015,0.252,0.41,11+
M,0.64,0.53,0.19,1.707,0.7075,0.3885,0.498,11+
I,0.53,0.43,0.145,0.7245,0.315,0.166,0.235,9
I,0.3,0.22,0.09,0.125,0.0585,0.0275,0.035,1-8
F,0.75,0.575,0.21,1.938,0.7735,0.423,0.488,11+
F,0.515,0.415,0.14,0.7355,0.3285,0.129,0.212,11+
M,0.555,0.44,0.16,0.97,0.4645,0.205,0.275,11+
M,0.625,0.495,0.155,1.096,0.545,0.25,0.296,11+
F,0.525,0.43,0.135,0.79,0.419,0.1815,0.215,10
M,0.585,0.46,0.19,0.8265,0.3395,0.1385,0.2575,11+
M,0.635,0.48,0.145,1.0115,0.422,0.2705,0.3,11+
F,0.68,0.56,0.175,1.5015,0.5375,0.325,0.38,10
M,0.615,0.525,0.155,1.12,0.454,0.259,0.33,9
M,0.62,0.47,0.225,1.3655,0.5935,0.273,0.485,11+
M,0.45,0.325,0.105,0.458,0.2745,0.1075,0.114,1-8
F,0.415,0.315,0.115,0.3455,0.1405,0.0895,0.115,10
F,0.615,0.475,0.155,1.0375,0.4815,0.225,0.28,10
I,0.23,0.17,0.065,0.059,0.0265,0.008,0.013,1-8
F,0.555,0.425,0.14,0.7385,0.3085,0.1575,0.193,10
I,0.55,0.425,0.14,0.8145,0.3875,0.194,0.2595,10
I,0.405,0.3,0.09,0.304,0.147,0.067,0.0805,1-8
F,0.535,0.405,0.125,1.224,0.5405,0.2695,0.308,10
I,0.465,0.36,0.105,0.4325,0.184,0.108,0.15,11+
F,0.575,0.46,0.165,1.065,0.5315,0.2065,0.2885,10
M,0.495,0.375,0.11,0.5805,0.2535,0.1505,0.154,9
F,0.54,0.44,0.15,0.8795,0.362,0.158,0.2875,9
I,0.375,0.245,0.115,0.2565,0.1055,0.055,0.075,1-8
M,0.45,0.33,0.115,0.416,0.2015,0.097,0.11,9
F,0.485,0.38,0.12,0.525,0.1795,0.1215,0.175,11+
F,0.645,0.485,0.16,1.144,0.5475,0.282,0.3015,10
I,0.365,0.27,0.09,0.232,0.124,0.041,0.056,1-8
F,0.74,0.565,0.215,2.037,0.9925,0.474,0.435,10
F,0.49,0.385,0.125,0.5395,0.2015,0.128,0.165,11+
M,0.515,0.4,0.16,0.796,0.316,0.186,0.2595,11+
M,0.545,0.42,0.145,0.8445,0.401,0.1905,0.205,9
I,0.325,0.25,0.075,0.1745,0.072,0.0355,0.055,1-8
I,0.5,0.375,0.12,0.542,0.2175,0.106,0.162,10
I,0.605,0.47,0.15,0.9885,0.404,0.1505,0.345,11+
I,0.425,0.315,0.1,0.2805,0.114,0.0565,0.11,1-8
M,0.295,0.22,0.09,0.124,0.05,0.031,0.0405,1-8
F,0.735,0.55,0.2,1.908,0.7855,0.4565,0.506,11+
I,0.42,0.315,0.095,0.2805,0.114,0.053,0.0975,1-8
I,0.505,0.355,0.13,0.5465,0.1935,0.1405,0.17,11+
M,0.575,0.455,0.155,0.892,0.4285,0.1855,0.24,10
M,0.555,0.435,0.14,0.9685,0.387,0.139,0.265,11+
F,0.54,0.385,0.13,0.7655,0.3375,0.174,0.203,9
M,0.295,0.23,0.075,0.15,0.048,0.0325,0.045,9
F,0.695,0.56,0.195,1.6245,0.678,0.306,0.45,11+
I,0.455,0.34,0.11,0.4445,0.2235,0.107,0.1075,1-8
F,0.56,0.43,0.125,0.8025,0.3615,0.203,0.195,1-8
F,0.575,0.46,0.165,1.124,0.4205,0.178,0.31,11+
M,0.635,0.51,0.185,1.3315,0.5235,0.295,0.4375,11+
I,0.415,0.325,0.1,0.358,0.15,0.063,0.11,1-8
I,0.3,0.23,0.095,0.1105,0.0425,0.028,0.031,1-8
F,0.72,0.595,0.22,1.914,0.6755,0.4725,0.557,11+
F,0.51,0.4,0.125,0.642,0.291,0.1765,0.17,11+
M,0.155,0.095,0.01,0.018,0.005,5e-04,0.005,1-8
F,0.64,0.51,0.185,1.707,0.914,0.367,0.41,10
F,0.58,0.5,0.18,1.187,0.462,0.2385,0.39,11+
M,0.69,0.54,0.185,1.5715,0.7105,0.365,0.471,11+
I,0.275,0.205,0.065,0.1065,0.0475,0.0265,0.0305,1-8
F,0.675,0.545,0.165,1.71,0.6995,0.3585,0.48,11+
M,0.5,0.405,0.155,0.772,0.254,0.13,0.255,11+
M,0.625,0.505,0.175,1.477,0.605,0.2875,0.4245,11+
M,0.595,0.435,0.15,1.0765,0.491,0.2345,0.287,9
M,0.495,0.38,0.135,0.6855,0.3355,0.1545,0.119,1-8
M,0.58,0.46,0.17,1.017,0.432,0.2245,0.32,11+
F,0.62,0.51,0.15,1.218,0.4625,0.2705,0.3595,11+
M,0.55,0.435,0.135,0.858,0.4315,0.17,0.245,9
I,0.35,0.265,0.09,0.1785,0.0665,0.0525,0.07,1-8
I,0.46,0.35,0.12,0.515,0.2245,0.131,0.15,1-8
I,0.66,0.51,0.17,1.403,0.58,0.3205,0.445,11+
I,0.515,0.385,0.125,0.596,0.259,0.178,0.172,1-8
I,0.27,0.205,0.06,0.084,0.031,0.0215,0.03,1-8
M,0.625,0.49,0.175,1.169,0.53,0.258,0.321,1-8
I,0.38,0.27,0.09,0.2075,0.0825,0.048,0.075,1-8
I,0.275,0.2,0.065,0.0975,0.044,0.02,0.035,1-8
